Factor,num Df,den Df,MSE,F,ges,p,p<.05
Diet,1,29,2.60725298239013,13.511051057836438,0.3178244414482861,9.574463813235312e-4,***
Drug,1,29,2.60725298239013,6.934784694080346,0.1929825029735808,0.013415050851542957,*
Diet:Drug,1,29,2.60725298239013,8.884138941259069,0.23450813954183558,0.005771207614511276,**
